ct,ca,tiempo,tiempo_c
4, 100, 0.774797, 0.385978
16, 100, 0.791423, 0.389856
32, 100, 0.788815, 0.39853
64, 100, 0.82201, 0.393361
2, 100, 0.837171, 0.444022
4, 100, 0.77037, 0.384932
16, 100, 0.7877, 0.390361
32, 100, 0.783341, 0.406779
64, 100, 0.834248, 0.400886
2, 100, 1.02473, 0.454189
4, 100, 0.779606, 0.38809
16, 100, 0.789524, 0.38856
32, 100, 0.791252, 0.40489
64, 100, 0.804038, 0.386176
2, 100, 1.02082, 0.451056
4, 100, 0.780222, 0.380637
16, 100, 0.803178, 0.382007
32, 100, 0.768308, 0.404984
64, 100, 0.801688, 0.401612
2, 100, 1.00856, 0.446056
4, 100, 0.770299, 0.379345
16, 100, 0.812803, 0.390006
32, 100, 0.78487, 0.40757
64, 100, 0.782691, 0.402322
2, 100, 0.807073, 0.587101
4, 100, 0.772127, 0.38843
16, 100, 0.81092, 0.386728
32, 100, 0.796251, 0.395335
64, 100, 0.799516, 0.390371
2, 100, 1.00661, 0.444382
4, 100, 0.77038, 0.379954
16, 100, 0.7706, 0.392688
32, 100, 0.804399, 0.398605
64, 100, 0.776287, 0.386952
2, 100, 0.811704, 0.581608
4, 100, 0.77345, 0.38405
16, 100, 0.805088, 0.386925
32, 100, 0.806975, 0.405438
64, 100, 0.797226, 0.386984
2, 100, 0.79949, 0.439344
4, 100, 0.779086, 0.386467
16, 100, 0.823989, 0.392604
32, 100, 0.797792, 0.402474
64, 100, 0.831207, 0.405298
2, 100, 0.816074, 0.4492
4, 100, 0.780093, 0.384053
16, 100, 0.790691, 0.390003
32, 100, 0.79963, 0.40003
64, 100, 0.801739, 0.408515
2, 100, 0.80926, 0.450462
4, 100, 0.777334, 0.383186
16, 100, 0.770729, 0.388844
32, 100, 0.787687, 0.396258
64, 100, 0.797717, 0.397058
2, 100, 0.796866, 0.457799
4, 100, 0.772397, 0.384679
16, 100, 0.77497, 0.385401
32, 100, 0.79188, 0.399126
64, 100, 0.804278, 0.38765
2, 100, 0.810013, 0.642798
4, 100, 0.787155, 0.389638
16, 100, 0.792546, 0.399962
32, 100, 0.81698, 0.411102
64, 100, 0.799747, 0.391009
2, 100, 0.804635, 0.451963
4, 100, 0.79103, 0.392001
16, 100, 0.78689, 0.388629
32, 100, 0.792074, 0.401859
64, 100, 0.790191, 0.388742
2, 100, 0.805337, 0.669668
4, 100, 0.782339, 0.390421
16, 100, 0.768585, 0.390467
32, 100, 0.776399, 0.405152
64, 100, 0.81155, 0.39419
2, 100, 1.007, 0.446299
4, 100, 0.782572, 0.389401
16, 100, 0.805804, 0.391159
32, 100, 0.788694, 0.406994
64, 100, 0.813171, 0.388871
2, 100, 0.805914, 0.453101
4, 100, 0.780993, 0.386649
16, 100, 0.828206, 0.40175
32, 100, 0.790492, 0.394628
64, 100, 0.79041, 0.401772
2, 100, 0.807048, 0.44449
4, 100, 0.779002, 0.380475
16, 100, 0.804046, 0.387577
32, 100, 0.807239, 0.41198
64, 100, 0.798441, 0.391279
2, 100, 0.815875, 0.637672
4, 100, 0.774833, 0.37899
16, 100, 0.805509, 0.397596
32, 100, 0.804606, 0.403183
64, 100, 0.807895, 0.384881
2, 100, 0.817015, 0.593688
4, 100, 0.773896, 0.383044
16, 100, 0.773561, 0.385759
32, 100, 0.789852, 0.404175
64, 100, 0.821372, 0.395271
2, 100, 1.0319, 0.550113
4, 100, 0.775698, 0.384084
16, 100, 0.820973, 0.400359
32, 100, 0.772833, 0.393608
64, 100, 0.789081, 0.409885
2, 100, 1.01126, 0.638608
4, 100, 0.782678, 0.384195
16, 100, 0.766019, 0.390346
32, 100, 0.801078, 0.405575
64, 100, 0.804707, 0.396197
2, 100, 1.00194, 0.442121
4, 100, 0.777418, 0.387645
16, 100, 0.805723, 0.390327
32, 100, 0.792008, 0.394882
64, 100, 0.802919, 0.389314
2, 100, 0.803159, 0.447899
4, 100, 0.78113, 0.384296
16, 100, 0.801432, 0.393951
32, 100, 0.785793, 0.40509
64, 100, 0.821274, 0.389038
2, 100, 0.80791, 0.630251
4, 100, 0.772674, 0.38402
16, 100, 0.796882, 0.393117
32, 100, 0.788198, 0.395763
64, 100, 0.813499, 0.390324
2, 100, 1.00934, 0.642286
4, 100, 0.786581, 0.391748
16, 100, 0.813048, 0.389817
32, 100, 0.789483, 0.410148
64, 100, 0.784273, 0.388178
2, 100, 1.00497, 0.446223
4, 100, 0.787815, 0.390967
16, 100, 0.812307, 0.388436
32, 100, 0.765123, 0.398873
64, 100, 0.813196, 0.387386
2, 100, 1.01144, 0.447661
4, 100, 0.784709, 0.380097
16, 100, 0.813215, 0.387519
32, 100, 0.780785, 0.397882
64, 100, 0.776249, 0.389408
2, 100, 1.01853, 0.441447
4, 100, 0.781002, 0.387235
16, 100, 0.812598, 0.387528
32, 100, 0.79867, 0.408839
64, 100, 0.810901, 0.401159
2, 100, 1.02093, 0.435672
4, 100, 0.781682, 0.383638
16, 100, 0.816739, 0.390121
32, 100, 0.787675, 0.397585
64, 100, 0.804039, 0.396467
2, 100, 0.805603, 0.4492
4, 100, 0.788114, 0.38466
16, 100, 0.824611, 0.393988
32, 100, 0.792331, 0.400171
64, 100, 0.755581, 0.398149
2, 100, 1.01216, 0.450282
4, 100, 0.780206, 0.384062
16, 100, 0.796511, 0.390385
32, 100, 0.796869, 0.397727
64, 100, 0.814431, 0.385031
2, 100, 0.997077, 0.443082
4, 100, 0.775864, 0.380606
16, 100, 0.813135, 0.39431
32, 100, 0.793223, 0.410116
64, 100, 0.788925, 0.396126
2, 100, 0.813194, 0.445375
4, 100, 0.779369, 0.384348
16, 100, 0.853168, 0.384943
32, 100, 0.795378, 0.39837
64, 100, 0.799217, 0.432871
2, 100, 1.00976, 0.447184
4, 100, 0.772704, 0.380803
16, 100, 0.810868, 0.390627
32, 100, 0.794186, 0.399888
64, 100, 0.791545, 0.391523
2, 100, 0.807462, 0.465542
4, 100, 0.781469, 0.388622
16, 100, 0.7748, 0.384957
32, 100, 0.788179, 0.399102
64, 100, 0.804817, 0.391258
2, 100, 0.806858, 0.444748
4, 100, 0.778099, 0.385025
16, 100, 0.809158, 0.387203
32, 100, 0.79413, 0.400246
64, 100, 0.814376, 0.388287
2, 100, 0.798305, 0.449211
4, 100, 0.778425, 0.389261
16, 100, 0.821852, 0.389349
32, 100, 0.798562, 0.401407
64, 100, 0.77815, 0.386204
2, 100, 0.797158, 0.439843
4, 100, 0.776769, 0.381521
16, 100, 0.860637, 0.407759
32, 100, 0.795913, 0.393363
64, 100, 0.798363, 0.387481
2, 100, 0.795687, 0.442951
4, 100, 0.784264, 0.387857
16, 100, 0.825535, 0.392694
32, 100, 0.821344, 0.415914
64, 100, 0.807526, 0.392034
2, 100, 1.00546, 0.547807
4, 100, 0.781911, 0.381669
16, 100, 0.80215, 0.387492
32, 100, 0.790377, 0.471405
64, 100, 0.808834, 0.387241
2, 100, 0.801616, 0.441966
4, 100, 0.783473, 0.383286
16, 100, 0.774708, 0.391024
32, 100, 0.775333, 0.394304
64, 100, 0.815157, 0.395091
2, 100, 0.996913, 0.449696
4, 100, 0.773256, 0.381238
16, 100, 0.775608, 0.383436
32, 100, 0.773829, 0.400636
64, 100, 0.774979, 0.395795
2, 100, 0.805076, 0.630785
4, 100, 0.78196, 0.383961
16, 100, 0.805784, 0.389566
32, 100, 0.797871, 0.403694
64, 100, 0.804516, 0.385945
2, 100, 0.801957, 0.439725
4, 100, 0.778648, 0.382012
16, 100, 0.799263, 0.390959
32, 100, 0.797354, 0.403348
64, 100, 0.799273, 0.394321
2, 100, 0.809334, 0.6385
4, 100, 0.794103, 0.392381
16, 100, 0.803603, 0.388571
32, 100, 0.80215, 0.405062
64, 100, 0.824868, 0.396032
2, 100, 1.00251, 0.452684
4, 100, 0.783184, 0.391753
16, 100, 0.763167, 0.387467
32, 100, 0.791146, 0.401346
64, 100, 0.786146, 0.394092
2, 100, 1.0129, 0.442598
4, 100, 0.779725, 0.385451
16, 100, 0.808544, 0.385296
32, 100, 0.770553, 0.396965
64, 100, 0.796712, 0.391595
2, 100, 1.00486, 0.437903
4, 100, 0.781378, 0.387225
16, 100, 0.806084, 0.395774
32, 100, 0.797308, 0.402659
64, 100, 0.76164, 0.387546
2, 100, 0.821264, 0.456238
4, 100, 0.78434, 0.382412
16, 100, 0.806738, 0.38764
32, 100, 0.793347, 0.40703
64, 100, 0.791642, 0.386456
2, 100, 0.804259, 0.442241
4, 100, 0.786905, 0.390972
16, 100, 0.819172, 0.395557
32, 100, 0.79806, 0.405657
64, 100, 0.791991, 0.39456
2, 100, 0.971503, 0.447599
4, 100, 0.775508, 0.380715
16, 100, 0.796728, 0.398794
32, 100, 0.789816, 0.405679
64, 100, 0.801333, 0.392612
2, 100, 0.826668, 0.470704
4, 100, 0.789444, 0.390679
16, 100, 0.777613, 0.387446
32, 100, 0.801762, 0.406554
64, 100, 0.803804, 0.389105
2, 100, 0.818142, 0.440181
4, 100, 0.779245, 0.385028
16, 100, 0.80303, 0.38871
32, 100, 0.798892, 0.403367
64, 100, 0.818691, 0.387442
2, 100, 1.01245, 0.446871
4, 100, 0.783015, 0.38594
16, 100, 0.775947, 0.386887
32, 100, 0.83808, 0.415172
64, 100, 0.807296, 0.389301
2, 100, 0.812414, 0.447623
4, 100, 0.777311, 0.38604
16, 100, 0.814583, 0.393547
32, 100, 0.790333, 0.39782
64, 100, 0.809582, 0.396803
2, 100, 0.80561, 0.447473
4, 100, 0.788558, 0.38493
16, 100, 0.811863, 0.388585
32, 100, 0.788572, 0.401975
64, 100, 0.799708, 0.400118
2, 100, 0.994316, 0.548839
4, 100, 0.779017, 0.387179
16, 100, 0.794758, 0.398342
32, 100, 0.810115, 0.405239
64, 100, 0.773758, 0.399214
2, 100, 0.999611, 0.626225
4, 100, 0.775032, 0.391567
16, 100, 0.794526, 0.395834
32, 100, 0.798281, 0.399803
64, 100, 0.816054, 0.389216
2, 100, 0.815427, 0.446422
4, 100, 0.779404, 0.384149
16, 100, 0.776172, 0.395606
32, 100, 0.802313, 0.393734
64, 100, 0.814634, 0.390987
2, 100, 1.01337, 0.582601
4, 100, 0.779218, 0.387396
16, 100, 0.809868, 0.382174
32, 100, 0.874739, 0.405941
64, 100, 0.775822, 0.396302
2, 100, 0.812165, 0.452518
4, 100, 0.776745, 0.387888
16, 100, 0.81553, 0.389336
32, 100, 0.790273, 0.401147
64, 100, 0.82793, 0.384779
2, 100, 1.00826, 0.447763
4, 100, 0.768144, 0.387325
16, 100, 0.816529, 0.396206
32, 100, 0.789508, 0.395251
64, 100, 0.802806, 0.397542
2, 100, 1.01375, 0.446216
4, 100, 0.793937, 0.387077
16, 100, 0.820678, 0.386463
32, 100, 0.763209, 0.400069
64, 100, 0.805303, 0.401093
2, 100, 0.805436, 0.594577
4, 100, 0.77841, 0.381708
16, 100, 0.814044, 0.392501
32, 100, 0.800615, 0.399519
64, 100, 0.787694, 0.395172
2, 100, 0.802897, 0.44549
4, 100, 0.790678, 0.386595
16, 100, 0.780686, 0.389971
32, 100, 0.799056, 0.397857
64, 100, 0.821525, 0.399503
2, 100, 0.811239, 0.446565
4, 100, 0.788118, 0.395385
16, 100, 0.784782, 0.38664
32, 100, 0.801506, 0.407908
64, 100, 0.808471, 0.391518
2, 100, 0.819686, 0.464513
4, 100, 0.785794, 0.392434
16, 100, 0.817364, 0.394927
32, 100, 0.804332, 0.403688
64, 100, 0.831455, 0.392714
2, 100, 1.01351, 0.456021
4, 100, 0.781919, 0.390552
16, 100, 0.800151, 0.386644
32, 100, 0.784778, 0.398649
64, 100, 0.815592, 0.395596
2, 100, 1.01611, 0.448129
4, 100, 0.780742, 0.389983
16, 100, 0.805836, 0.390574
32, 100, 0.763, 0.399414
64, 100, 0.792391, 0.39548
2, 100, 1.01453, 0.44564
4, 100, 0.77523, 0.391531
16, 100, 0.802509, 0.387046
32, 100, 0.793341, 0.52978
64, 100, 0.880845, 0.552192
2, 100, 1.01115, 0.66059
4, 100, 0.794519, 0.415311
16, 100, 0.809945, 0.392839
32, 100, 0.783512, 0.413961
64, 100, 0.807721, 0.394083
2, 100, 0.978661, 0.587812
4, 100, 0.792335, 0.385614
16, 100, 0.80031, 0.388499
32, 100, 0.807625, 0.407445
64, 100, 0.828703, 0.399939
2, 100, 1.00342, 0.450313
4, 100, 0.782858, 0.383635
16, 100, 0.814421, 0.390669
32, 100, 0.796823, 0.40258
64, 100, 0.790208, 0.389462
2, 100, 1.0081, 0.638596
4, 100, 0.783988, 0.385018
16, 100, 0.787812, 0.392156
32, 100, 0.784984, 0.399396
64, 100, 0.788273, 0.384184
2, 100, 0.814359, 0.447049
4, 100, 0.780061, 0.386497
16, 100, 0.77166, 0.386788
32, 100, 0.76329, 0.403019
64, 100, 0.788532, 0.397738
2, 100, 0.800471, 0.453352
4, 100, 0.784044, 0.39072
16, 100, 0.81332, 0.394657
32, 100, 0.790395, 0.398641
64, 100, 0.812229, 0.402482
2, 100, 1.00861, 0.631929
4, 100, 0.775356, 0.385559
16, 100, 0.804771, 0.388228
32, 100, 0.795287, 0.407215
64, 100, 0.814246, 0.394237
2, 100, 1.00398, 0.493155
4, 100, 0.77719, 0.385643
16, 100, 0.804825, 0.386311
32, 100, 0.77479, 0.396822
64, 100, 0.813371, 0.389763
2, 100, 1.00381, 0.44934
4, 100, 0.783117, 0.384948
16, 100, 0.802866, 0.385682
32, 100, 0.797566, 0.39657
64, 100, 0.825854, 0.390421
2, 100, 1.02875, 0.453858
4, 100, 0.847456, 0.38412
16, 100, 0.792325, 0.387101
32, 100, 0.778043, 0.402073
64, 100, 0.79769, 0.384004
2, 100, 0.811361, 0.451822
4, 100, 0.786791, 0.388264
16, 100, 0.790506, 0.384639
32, 100, 0.778627, 0.412648
64, 100, 0.803189, 0.394562
2, 100, 0.813326, 0.45295
4, 100, 0.777576, 0.381632
16, 100, 0.789423, 0.386871
32, 100, 0.793292, 0.399458
64, 100, 0.807279, 0.390175
2, 100, 0.807424, 0.465708
4, 100, 0.776713, 0.384574
16, 100, 0.784684, 0.38886
32, 100, 0.793734, 0.401788
64, 100, 0.803392, 0.386877
2, 100, 0.995998, 0.44415
4, 100, 0.786816, 0.384207
16, 100, 0.81223, 0.386854
32, 100, 0.795294, 0.404857
64, 100, 0.822403, 0.431766
2, 100, 0.800831, 0.634772
4, 100, 0.780907, 0.386583
16, 100, 0.803319, 0.387883
32, 100, 0.781436, 0.443486
64, 100, 0.814783, 0.399375
2, 100, 1.01108, 0.452907
4, 100, 0.787341, 0.387302
16, 100, 0.797411, 0.389454
32, 100, 0.794796, 0.403882
64, 100, 0.798288, 0.389641
2, 100, 0.804162, 0.444544
4, 100, 0.773825, 0.381168
16, 100, 0.791076, 0.395952
32, 100, 0.764201, 0.402798
64, 100, 0.803549, 0.385848
2, 100, 0.807118, 0.446757
4, 100, 0.772473, 0.384483
16, 100, 0.782768, 0.394918
32, 100, 0.767423, 0.401548
64, 100, 0.824809, 0.39657
2, 100, 1.01626, 0.646538
4, 100, 0.784698, 0.383704
16, 100, 0.807962, 0.380035
32, 100, 0.795501, 0.399842
64, 100, 0.834216, 0.524976
2, 100, 1.01603, 0.632901
4, 100, 0.798985, 0.422089
16, 100, 0.845898, 0.390609
32, 100, 0.792561, 0.406489
64, 100, 0.800473, 0.398785
2, 100, 0.805492, 0.445299
4, 100, 0.776527, 0.386982
16, 100, 0.804846, 0.430052
32, 100, 0.782778, 0.405952
64, 100, 0.788768, 0.397785
2, 100, 0.80409, 0.4435
4, 100, 0.77864, 0.383276
16, 100, 0.786237, 0.397638
32, 100, 0.792232, 0.405781
64, 100, 0.827219, 0.404954
2, 100, 1.0023, 0.453265
4, 100, 0.787092, 0.390384
16, 100, 0.784069, 0.39461
32, 100, 0.788636, 0.399605
64, 100, 0.808233, 0.389619
2, 100, 0.999486, 0.445835
4, 100, 0.779507, 0.401458
16, 100, 0.861837, 0.391784
32, 100, 0.791758, 0.402125
64, 100, 0.812261, 0.386227
2, 100, 1.00112, 0.440644
4, 100, 0.775059, 0.385249
16, 100, 0.79265, 0.395043
32, 100, 0.776931, 0.397134
64, 100, 0.785795, 0.389502
2, 100, 1.00132, 0.447729
4, 100, 0.785658, 0.388763
16, 100, 0.770552, 0.394386
32, 100, 0.783757, 0.392474
64, 100, 0.813302, 0.38883
2, 100, 0.802224, 0.444436
4, 100, 0.776874, 0.384938
16, 100, 0.804154, 0.388703
32, 100, 0.798677, 0.39512
64, 100, 0.79845, 0.383839
2, 100, 0.807566, 0.455293
4, 100, 0.778789, 0.38588
16, 100, 0.791801, 0.390655
32, 100, 0.791263, 0.398592
64, 100, 0.787783, 0.388193
2, 100, 0.802879, 0.443908
4, 100, 0.778367, 0.384298
16, 100, 0.789257, 0.385992
32, 100, 0.776608, 0.400151
64, 100, 0.78949, 0.388351
2, 100, 0.806794, 0.447719
4, 100, 0.816975, 0.392351
16, 100, 0.814425, 0.397851
32, 100, 0.779302, 0.39653
64, 100, 0.806178, 0.387821
2, 100, 1.01148, 0.440839
4, 100, 0.777132, 0.383691
16, 100, 0.773711, 0.397744
32, 100, 0.809285, 0.404022
64, 100, 0.806783, 0.383585
2, 100, 1.00689, 0.447722
4, 100, 0.773038, 0.383332
16, 100, 0.791165, 0.39301
32, 100, 0.79103, 0.400955
64, 100, 0.804788, 0.401319
2, 100, 1.00156, 0.44011
4, 100, 0.790913, 0.395559
16, 100, 0.795216, 0.389139
32, 100, 0.791641, 0.402242
64, 100, 0.779106, 0.398838
2, 100, 0.801482, 0.469231
4, 100, 0.776776, 0.389699
16, 100, 0.802551, 0.387869
32, 100, 0.774065, 0.409673
64, 100, 0.811454, 0.390521
2, 100, 0.815323, 0.447422
4, 100, 0.780158, 0.385014
16, 100, 0.816777, 0.388978
32, 100, 0.797722, 0.398664
64, 100, 0.818135, 0.379919
2, 100, 0.800882, 0.439005
4, 100, 0.778978, 0.380637
16, 100, 0.800462, 0.392541
32, 100, 0.779523, 0.399501
64, 100, 0.825728, 0.384536
2, 100, 0.805027, 0.628295
4, 100, 0.782307, 0.38291
16, 100, 0.804035, 0.384926
32, 100, 0.807625, 0.406949
64, 100, 0.786236, 0.394008
2, 100, 0.809294, 0.444979
4, 100, 0.77769, 0.385629
16, 100, 0.773118, 0.390154
32, 100, 0.795465, 0.40668
64, 100, 0.8044, 0.3933
2, 100, 0.811757, 0.452384
4, 100, 0.784313, 0.38654
16, 100, 0.793249, 0.390504
32, 100, 0.795147, 0.400405
64, 100, 0.76703, 0.382517
2, 100, 0.799612, 0.560989
4, 100, 0.778089, 0.384286
16, 100, 0.779981, 0.394642
32, 100, 0.782708, 0.40453
64, 100, 0.782648, 0.394366
2, 100, 1.04909, 0.447284
4, 100, 0.775547, 0.386096
16, 100, 0.822768, 0.397974
32, 100, 0.785682, 0.404149
64, 100, 0.785976, 0.387975
2, 100, 0.810973, 0.445523
4, 100, 0.773692, 0.382744
16, 100, 0.790774, 0.391579
32, 100, 0.800633, 0.408212
64, 100, 0.808779, 0.379923
2, 100, 0.793765, 0.438766
4, 100, 0.76715, 0.38339
16, 100, 0.796527, 0.394636
32, 100, 0.797423, 0.397433
64, 100, 0.790938, 0.385133
2, 100, 1.00852, 0.443172
4, 100, 0.780601, 0.385115
16, 100, 0.766487, 0.384716
32, 100, 0.792928, 0.399433
64, 100, 0.825902, 0.399113
2, 100, 1.00057, 0.440756
4, 100, 0.775953, 0.380189
16, 100, 0.77955, 0.393755
32, 100, 0.787048, 0.399222
64, 100, 0.85008, 0.400433
2, 100, 0.811565, 0.441413
4, 100, 0.784952, 0.386967
16, 100, 0.809296, 0.386452
32, 100, 0.79634, 0.412546
64, 100, 0.824981, 0.386841
2, 100, 0.805956, 0.633736
4, 100, 0.788008, 0.386238
16, 100, 0.816756, 0.391583
32, 100, 0.796666, 0.396085
64, 100, 0.808491, 0.420755
2, 100, 0.79851, 0.441097
4, 100, 0.780316, 0.383007
16, 100, 0.793037, 0.388254
32, 100, 0.838583, 0.416572
64, 100, 0.803478, 0.389657
2, 100, 0.798448, 0.443531
4, 100, 0.847184, 0.385047
16, 100, 0.796899, 0.386793
32, 100, 0.790734, 0.412822
64, 100, 0.80045, 0.387417
2, 100, 0.797625, 0.440208
4, 100, 0.798561, 0.386185
16, 100, 0.814281, 0.389469
32, 100, 0.797613, 0.400647
64, 100, 0.802913, 0.390567
2, 100, 0.80554, 0.442574
4, 100, 0.775563, 0.38491
16, 100, 0.788477, 0.385599
32, 100, 0.802583, 0.394267
64, 100, 0.825563, 0.395337
2, 100, 0.801691, 0.44606
4, 100, 0.796647, 0.387538
16, 100, 0.80394, 0.386494
32, 100, 0.760575, 0.39205
64, 100, 0.824452, 0.385349
2, 100, 1.00611, 0.441695
4, 100, 0.776406, 0.379413
16, 100, 0.778758, 0.385774
32, 100, 0.762128, 0.3946
64, 100, 0.785863, 0.390443
2, 100, 1.00069, 0.443274
4, 100, 0.771781, 0.383071
16, 100, 0.857848, 0.407084
32, 100, 0.790004, 0.396994
64, 100, 0.818215, 0.389119
2, 100, 1.00989, 0.447866
4, 100, 0.781215, 0.381141
16, 100, 0.799079, 0.386788
32, 100, 0.773686, 0.398428
64, 100, 0.810465, 0.385583
2, 100, 0.811608, 0.448426
4, 100, 0.771457, 0.377424
16, 100, 0.800951, 0.397173
32, 100, 0.784012, 0.397336
64, 100, 0.794695, 0.39271
2, 100, 1.02664, 0.560026
4, 100, 0.781689, 0.382571
16, 100, 0.809685, 0.386682
32, 100, 0.788532, 0.401842
64, 100, 0.797336, 0.403901
2, 100, 0.803243, 0.440043
4, 100, 0.778695, 0.378207
16, 100, 0.79351, 0.389604
32, 100, 0.783337, 0.402005
64, 100, 0.798242, 0.398997
2, 100, 0.820267, 0.641984
4, 100, 0.783008, 0.383273
16, 100, 0.780757, 0.384493
32, 100, 0.793393, 0.401561
64, 100, 0.801924, 0.397965
2, 100, 1.01012, 0.438919
4, 100, 0.785029, 0.388122
16, 100, 0.81271, 0.395861
32, 100, 0.820223, 0.405991
64, 100, 0.805693, 0.386671
2, 100, 1.01495, 0.604522
4, 100, 0.784611, 0.383221
16, 100, 0.805999, 0.392027
32, 100, 0.805352, 0.404312
64, 100, 0.828998, 0.392368
2, 100, 1.00595, 0.440299
4, 100, 0.777105, 0.385556
16, 100, 0.813638, 0.391097
32, 100, 0.771165, 0.396129
64, 100, 0.807662, 0.392187
2, 100, 0.812518, 0.453627
4, 100, 0.786565, 0.386932
16, 100, 0.804605, 0.389005
32, 100, 0.774002, 0.402347
64, 100, 0.796762, 0.382535
2, 100, 0.80936, 0.451588
4, 100, 0.774071, 0.389767
16, 100, 0.809787, 0.392235
32, 100, 0.791476, 0.403855
64, 100, 0.7977, 0.388876
2, 100, 0.803958, 0.445134
4, 100, 0.773181, 0.385956
16, 100, 0.812418, 0.394762
32, 100, 0.791412, 0.401766
64, 100, 0.790001, 0.395609
2, 100, 1.00904, 0.442334
4, 100, 0.78969, 0.384729
16, 100, 0.812528, 0.386282
32, 100, 0.801751, 0.405503
64, 100, 0.792036, 0.392709
2, 100, 0.812334, 0.451902
4, 100, 0.78166, 0.383479
16, 100, 0.7759, 0.389472
32, 100, 0.788172, 0.404907
64, 100, 0.759029, 0.390503
2, 100, 0.803273, 0.443453
4, 100, 0.773068, 0.383759
16, 100, 0.810147, 0.394115
32, 100, 0.803282, 0.407887
64, 100, 0.790169, 0.399911
2, 100, 1.00671, 0.447531
4, 100, 0.7831, 0.386075
16, 100, 0.801866, 0.395503
32, 100, 0.795215, 0.401555
64, 100, 0.789097, 0.390538
2, 100, 0.804381, 0.61366
4, 100, 0.800996, 0.386134
16, 100, 0.805509, 0.389495
32, 100, 0.780107, 0.395163
64, 100, 0.808789, 0.384305
2, 100, 0.809646, 0.444088
4, 100, 0.783574, 0.389323
16, 100, 0.816821, 0.393798
32, 100, 0.792487, 0.402452
64, 100, 0.793495, 0.406051
2, 100, 1.01111, 0.44578
4, 100, 0.772735, 0.385431
16, 100, 0.804191, 0.389971
32, 100, 0.76245, 0.395246
64, 100, 0.796536, 0.386968
2, 100, 0.803321, 0.632284
4, 100, 0.787128, 0.390467
16, 100, 0.80828, 0.39054
32, 100, 0.784955, 0.39721
64, 100, 0.787383, 0.390688
2, 100, 0.998389, 0.451257
4, 100, 0.784679, 0.387215
16, 100, 0.807096, 0.388624
32, 100, 0.802376, 0.396083
64, 100, 0.784595, 0.400237
2, 100, 0.809714, 0.447705
4, 100, 0.7788, 0.385591
16, 100, 0.79753, 0.387101
32, 100, 0.801396, 0.408182
64, 100, 0.823608, 0.400612
2, 100, 1.01985, 0.645663
4, 100, 0.77302, 0.379432
16, 100, 0.786894, 0.389637
32, 100, 0.790188, 0.392226
64, 100, 0.771107, 0.39164
2, 100, 1.01998, 0.449215
4, 100, 0.787973, 0.38756
16, 100, 0.814844, 0.392584
32, 100, 0.798599, 0.398106
64, 100, 0.81093, 0.397331
2, 100, 1.00743, 0.449049
4, 100, 0.775459, 0.382094
16, 100, 0.813402, 0.382288
32, 100, 0.79503, 0.400586
64, 100, 0.831746, 0.401489
2, 100, 0.810197, 0.640537
4, 100, 0.773086, 0.380734
16, 100, 0.805906, 0.388439
32, 100, 0.782947, 0.401697
64, 100, 0.784158, 0.395879
2, 100, 1.01204, 0.458694
4, 100, 0.78514, 0.386517
16, 100, 0.806918, 0.405212
32, 100, 0.793915, 0.399924
64, 100, 0.800222, 0.388536
2, 100, 0.800578, 0.444984
4, 100, 0.777976, 0.382018
16, 100, 0.791796, 0.389277
32, 100, 0.791078, 0.395596
64, 100, 0.770495, 0.397688
2, 100, 1.00925, 0.444474
4, 100, 0.78862, 0.390138
16, 100, 0.8256, 0.39665
32, 100, 0.804158, 0.402823
64, 100, 0.839999, 0.393894
2, 100, 0.804694, 0.444255
4, 100, 0.779857, 0.384964
16, 100, 0.813501, 0.393291
32, 100, 0.775714, 0.396991
64, 100, 0.783825, 0.389041
2, 100, 0.799549, 0.445867
4, 100, 0.78019, 0.388042
16, 100, 0.790641, 0.394077
32, 100, 0.799617, 0.403613
64, 100, 0.803043, 0.394332
2, 100, 0.807692, 0.450774
4, 100, 0.776156, 0.386653
16, 100, 0.788331, 0.387714
32, 100, 0.797998, 0.399894
64, 100, 0.798538, 0.390681
2, 100, 1.01819, 0.451463
4, 100, 0.774687, 0.377606
16, 100, 0.774017, 0.385799
32, 100, 0.782124, 0.402656
64, 100, 0.771423, 0.394517
2, 100, 1.03421, 0.456516
4, 100, 0.777805, 0.388333
16, 100, 0.780525, 0.387285
32, 100, 0.784135, 0.397308
64, 100, 0.79262, 0.390645
2, 100, 0.99771, 0.448331
4, 100, 0.77533, 0.385158
16, 100, 0.785449, 0.386606
32, 100, 0.78815, 0.402761
64, 100, 0.797142, 0.388594
2, 100, 0.813159, 0.446102
4, 100, 0.782664, 0.383771
16, 100, 0.79604, 0.393831
32, 100, 0.79585, 0.401249
64, 100, 0.796632, 0.393366
2, 100, 0.802672, 0.492169
4, 100, 0.773604, 0.381306
16, 100, 0.783837, 0.38433
32, 100, 0.796015, 0.40119
64, 100, 0.807653, 0.40166
2, 100, 0.84254, 0.572
4, 100, 0.783558, 0.385429
16, 100, 0.818264, 0.38206
32, 100, 0.801887, 0.405185
64, 100, 0.839251, 0.38664
2, 100, 0.79977, 0.527272
4, 100, 0.787847, 0.384836
16, 100, 0.788023, 0.392008
32, 100, 0.847044, 0.413927
64, 100, 0.802945, 0.393598
2, 100, 1.03249, 0.592267
4, 100, 0.790298, 0.387474
16, 100, 0.76597, 0.391201
32, 100, 0.762698, 0.415322
64, 100, 0.79098, 0.394238
2, 100, 0.806625, 0.445314
4, 100, 0.7967, 0.38978
16, 100, 0.802894, 0.387693
